,phrase,score
0,neural networks,0.8548830631023001
1,pos tagging,0.78638505060885
2,bi lstm,0.7324850599642999
3,sequence labeling,0.73210725055035
4,word embedding,0.7147973888621
5,transfer learning,0.7037840901735
6,language model,0.6981825698537499
7,word embeddings,0.6678259412851499
8,lstm crf,0.63885003928705
9,conditional random,0.6309577078687499
10,f1 score,0.6255152188374999
11,named entity recognition,0.60818630695
12,task specific,0.6013841448225
13,highway layers,0.5940805581795
14,language models,0.5937706491139999
15,hidden state,0.58223563120415
16,f1,0.5788074311073287
17,highway,0.5586074149750483
18,pre trained,0.55778090682825
19,character level,0.55629055108485
20,word level,0.55135464803915
21,cnn,0.5491844213364353
22,ma,0.5481795033244042
23,conll,0.5343303165546823
24,ner,0.5195999691071842
25,multi task learning,0.5125851580495
26,sequence labeling tasks,0.5058495076305
27,pos,0.4966413359042833
28,lm,0.49519902037623514
29,crf,0.4908594256573547
30,xi,0.4842393422699494
31,wsj,0.4826706570794087
32,art,0.4799319950563937
33,bi,0.4724385061263853
34,learning,0.4719470252860234
35,forward,0.4705051747282329
36,table,0.469837327718152
37,index,0.4676810725279365
38,knowledge,0.4654574289723378
39,backward,0.4639471429366303
40,hidden,0.4628087895824931
41,lstm,0.4615928068154454
42,yang,0.45955546945557785
43,language,0.4567075638429528
44,pr,0.4505865046836495
45,network,0.45021482862845014
46,entity,0.44892001384942953
47,exp,0.4462432732561571
48,chunking,0.4439111899880585
49,embedding,0.44131269319241406
50,neural,0.43881363445983057
51,liu,0.4375564357387417
52,word,0.43640351696912605
53,tagging,0.4361794893590146
54,pf,0.43535711442179315
55,networks,0.4346439489882748
56,yi,0.43367724033276867
57,ci,0.4309621242361821
58,model,0.4307026688259657
59,max,0.42909739410978254
60,transfer,0.4284484426181919
61,labeling,0.4274305705796836
62,training,0.4272087979822724
63,peters,0.4271709903657536
64,score,0.4248333011175449
65,pierre,0.42449402429400296
66,sequence,0.4242267353736883
67,character,0.42312796238965417
68,ner task,0.4215778093407
69,dataset,0.42080936544240416
70,peters et al,0.41974594955865
71,embeddings,0.413799811571685
72,label,0.41021828870213356
73,data,0.40864947298021587
74,task,0.4067129496102425
75,rni,0.40373796748312557
76,unit,0.4033354355261436
77,efficient,0.40165630328570545
78,pre,0.40016013473314066
79,extra,0.3987365099323771
80,luo,0.39713796313771044
81,x1,0.39378203247611804
82,units,0.39319547498121565
83,layers,0.3915737434064249
84,maximum,0.3881534829736931
85,effective,0.38784118397357625
86,models,0.38725998312478205
87,corpus,0.3864026547475483
88,joint,0.3857431730981992
89,state,0.3854924084869496
90,test,0.38307721174326187
91,log,0.3820980525435863
92,comparison,0.3818232388502665
93,comparing,0.379714576911687
