,phrase,score
0,natural language processing,0.8389898381144593
1,natural language,0.757930793616169
2,computational linguistics,0.7409695833739589
3,cross validation,0.7186582030772644
4,named entity recognition,0.7059102070558253
5,pos tagging,0.6962150990792717
6,lstm crf,0.6061228873292622
7,chicago,0.5937468333221413
8,japan,0.5710259295312059
9,f1,0.5370410826647415
10,china,0.5300056832699409
11,nz,0.5242887994528876
12,loc,0.5098450065856339
13,mi,0.500274401189734
14,ace,0.49129744619783267
15,language,0.4905798848555661
16,flair,0.4896007122602068
17,liu,0.4865244159998513
18,di,0.4730859886692311
19,random,0.4728966861312618
20,tagging,0.4665898264223114
21,entity,0.4609019605085798
22,ner,0.45688296394713795
23,cross,0.454332960701353
24,corrected,0.45282638794129015
25,label,0.4511409534704517
26,annotation,0.4477189725124451
27,contextualized,0.44659333816430236
28,linguistics,0.4460103661077038
29,dataset,0.43897912696593433
30,pooled,0.43864567324756504
31,ci,0.43714517891861115
32,learning,0.4335979141596519
33,boosting,0.4325975107817677
34,experiments,0.43192648851122806
35,data,0.4309154314373679
36,test,0.4305807957561273
37,score,0.42997622846949796
38,extensive experiments,0.42958735844683504
39,xi,0.4295402902131057
40,set,0.42670531299836606
41,estimation,0.4252022281221945
42,results,0.42517016410715025
43,misc,0.42445665879294975
44,agreement,0.4241977635071427
45,wi,0.4237240343187178
46,conference,0.42269472177604983
47,correction,0.4224471152302902
48,international,0.421989231440688
49,mistake,0.42062610720220206
50,team,0.41821340384949507
51,lstm,0.41761503371516673
52,neural,0.4157519656427921
53,base,0.4153450022797689
54,table,0.4143794681291889
55,weighted,0.4137785462575457
56,crf,0.41374152161072136
57,prediction,0.41346302343922553
58,peters,0.413371882133233
59,org,0.41111617279163765
60,standard,0.41042379184261163
61,f1 score,0.41023123422421026
62,deep,0.4099345883803685
63,figure,0.40918975212452857
64,section,0.4060327780161838
65,labeling,0.40498198765286736
66,stable,0.40301282227136753
67,model,0.4024603359120544
68,human,0.4015716336613478
69,character,0.40009569434739145
70,sentence,0.39598736239678817
71,training,0.39423779698185046
72,specifically,0.3931233262138062
73,final,0.3907718258989822
74,ratio,0.3888858090593277
75,knowledge,0.3888098994377558
76,weight,0.3817772704746809
77,labelled,0.3816486301410948
78,algorithms,0.38161198194391494
79,mistakes,0.37922923752575044
80,computational,0.37742681200049943
81,evaluation,0.37665853933677046
82,word,0.3763885818125776
83,number,0.3712114596953177
84,algorithm,0.37000627864337043
85,models,0.367678915848474
86,precision,0.3666915970549604
87,test set,0.36439713255136097
88,framework,0.3607300906315555
89,fold,0.3572690932309601
90,marked,0.35672835009079296
91,sequence,0.3537040067954682
92,benchmark,0.3534707153620004
93,processing,0.3524443110726218
94,potential,0.35239913673513745
95,weights,0.3514888802398083
96,examples,0.3507476073424807
97,default,0.35072809173256786
98,low,0.3491497643681525
99,quality,0.347761453574894
100,pages,0.3443388215593145
101,module,0.34365845585658905
102,folds,0.3422795455438946
103,high,0.3408763149996545
104,performance,0.34076049089317156
105,step,0.3386447008482335
106,smaller,0.3313797257641544
107,labels,0.32909066744839655
