profileUrl,screenName,userId,name,imgUrl,backgroundImg,bio,website,location,createdAt,followersCount,friendsCount,tweetsCount,certified,following,followedBy,query,timestamp,error
https://twitter.com/MittRomney,MittRomney,50055701,Mitt Romney,https://pbs.twimg.com/profile_images/964489716622966784/xbtCe2td_normal.jpg,https://pbs.twimg.com/profile_banners/50055701/1518787269,"Husband, Father, Grandfather, Former Governor, U.S. Senator (R-UT). Follow @SenatorRomney for official updates.",https://t.co/dgU6xXHgmU,"Holladay, UT",Tue Jun 23 18:24:04 +0000 2009,2124661,299,1983,true,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/jordainc,jordainc,27756540,Jordain Carney,https://pbs.twimg.com/profile_images/3011648894/6ff4475faaf618170ac32e9d77aec021_normal.jpeg,https://pbs.twimg.com/profile_banners/27756540/1443834649,"Senate reporter @thehill. Must have coffee RTs not endorsements. It's pronounced ""Jordan."" scoops/sass/Signal: jcarney@thehill.com",https://t.co/r04ONiMqOt,Lurking in the Capitol (AR-DC),Mon Mar 30 23:11:55 +0000 2009,5211,1060,14510,false,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/Reuters,Reuters,1652541,Reuters,https://pbs.twimg.com/profile_images/1194751949821939712/3VBu4_Sa_normal.jpg,https://pbs.twimg.com/profile_banners/1652541/1573687397,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",http://t.co/BmHxhkm3Mh,Around the world,Tue Mar 20 17:46:05 +0000 2007,22979177,1140,643538,true,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/davidpopp,davidpopp,10691752,David Popp,https://pbs.twimg.com/profile_images/1238933124626690054/l1vpwlvq_normal.jpg,https://pbs.twimg.com/profile_banners/10691752/1475186368,Living and working on Capitol Hill with my wife and dogs. Communications Director for @LeaderMcConnell. Tilghman Island Weekender. Golf. Bourbon. Nats.,,Washington D.C.,Wed Nov 28 23:52:41 +0000 2007,6564,3359,19785,false,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/wesley_early,wesley_early,1706227338,Wesley Early,https://pbs.twimg.com/profile_images/1263188354218119170/1WSGBfUE_normal.jpg,https://pbs.twimg.com/profile_banners/1706227338/1580173842,"News Director at @KotzNews in Kotzebue, AK. @UAAJandC grad. Previously @AKPublicNews

Tweets are a mix of NW Alaska news + being a Sade stan. In Frank I trust",https://t.co/fjpPRPnTqR,"Kotzebue, AK",Wed Aug 28 03:53:24 +0000 2013,1173,946,2374,false,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/TheAlaska100,TheAlaska100,871795805212073984,The Alaska 100,https://pbs.twimg.com/profile_images/871808842597752832/uwVa4RdD_normal.jpg,https://pbs.twimg.com/profile_banners/871795805212073984/1497383231,"The latest on things to do in #Alaska, travel and tourism trends, new restaurants, nonprofits and more in 100 words from #TheAlaska100 powered by @ThompsonPR",https://t.co/SoVYjcithh,"Alaska, USA",Mon Jun 05 18:28:11 +0000 2017,159,184,724,false,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/ACC_National,ACC_National,871786657564966912,American Conservation Coalition,https://pbs.twimg.com/profile_images/1305646431164919814/4ypmLN9h_normal.jpg,https://pbs.twimg.com/profile_banners/871786657564966912/1600125782,Youth movement changing environmental policy. • American Climate Contract: https://t.co/bfPWmAPmwR • Want to change environmental culture? Follow @tcc_national!,https://t.co/Y1iimz2rXO,United States,Mon Jun 05 17:51:50 +0000 2017,15194,1411,11273,false,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/andrewdjensen,andrewdjensen,41130487,Andrew Jensen,https://pbs.twimg.com/profile_images/493880940548997120/_6nrtGIv_normal.jpeg,https://pbs.twimg.com/profile_banners/41130487/1406580902,,http://t.co/p0qEERYV85,"Anchorage, Alaska",Tue May 19 14:54:10 +0000 2009,145,115,156,false,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/GovDunleavy,GovDunleavy,1060655470178787328,Governor Mike Dunleavy,https://pbs.twimg.com/profile_images/1251179634101596162/3glde5X3_normal.jpg,https://pbs.twimg.com/profile_banners/1060655470178787328/1543860316,Alaska's 12th Governor,https://t.co/FmAfQe5pST,"Alaska, USA",Thu Nov 08 22:09:04 +0000 2018,7168,27,922,true,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/AMPmaritime,AMPmaritime,248791522,AMP Maritime,https://pbs.twimg.com/profile_images/851448535644086272/-S8rwpO0_normal.jpg,https://pbs.twimg.com/profile_banners/248791522/1553282836,"American Maritime Partnership (AMP) is the voice of the U.S. domestic maritime industry, a pillar of our nation‘s economic, national, and homeland security.",https://t.co/CKFrYW5nYu,,Mon Feb 07 18:48:45 +0000 2011,2215,776,3830,false,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/WhiteHouse45,WhiteHouse45,822215673812119553,The White House 45 Archived,https://pbs.twimg.com/profile_images/1059888693945630720/yex0Gcbi_normal.jpg,https://pbs.twimg.com/profile_banners/822215673812119553/1603063964,"This is an archive of a Trump Administration account, maintained by the National Archives and Records Administration.",https://t.co/y2xqG9dLTS,"Washington, D.C.",Thu Jan 19 22:54:27 +0000 2017,26513386,11,24120,true,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/klshall,klshall,469298678,Krysti Shallenberger,https://pbs.twimg.com/profile_images/1142500708039581696/QachV4sL_normal.jpg,https://pbs.twimg.com/profile_banners/469298678/1601089019,"Clean energy comms. Freelance writer. Formerly: @AKEnergyDesk, @KYUKNews, @UtilityDive & @EENewsUpdates. VA ➡️ AL ➡️ MT ➡️ WY ➡️ DC ➡️ AK ➡️ AL",,Alabama ,Fri Jan 20 13:02:57 +0000 2012,3405,1197,10970,false,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/scottmclean,scottmclean,138060695,Scott McLean,https://pbs.twimg.com/profile_images/1028859096655491072/7bPKUco3_normal.jpg,https://pbs.twimg.com/profile_banners/138060695/1534134288,"CNN International Correspondent, guidebook collector, country music fan, Blue Jays believer, Arabic student. scott.mclean@turner.com",https://t.co/BReJCTTXAD,"London, England",Wed Apr 28 14:29:09 +0000 2010,6853,846,4677,true,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/IntlAffairsDOE,IntlAffairsDOE,1038176768304328705,Ted Garrish,https://pbs.twimg.com/profile_images/1054472637177647104/UnuLsw9q_normal.jpg,https://pbs.twimg.com/profile_banners/1038176768304328705/1597425907,"Assistant Secretary of International Affairs,
U.S. Department of @ENERGY",https://t.co/5NskeFjlam,United States,Fri Sep 07 21:26:44 +0000 2018,696,189,326,true,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/BlairBraverman,BlairBraverman,2271638589,Blair Braverman,https://pbs.twimg.com/profile_images/1329158712112648198/7YKkA-W1_normal.jpg,https://pbs.twimg.com/profile_banners/2271638589/1610143189,"Dogsledder. Author. Adventurer. If you like these tweets, you'll love WELCOME TO THE GODDAMN ICE CUBE (@eccobooks).",https://t.co/fLySNcsj3J,Northern Wisconsin,Thu Jan 09 21:29:19 +0000 2014,115935,2022,66654,true,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/alaskalandmine,alaskalandmine,922337204310982656,The Alaska Landmine,https://pbs.twimg.com/profile_images/987508551789625344/fpZsPeVX_normal.jpg,https://pbs.twimg.com/profile_banners/922337204310982656/1517637504,"The Alaska Landmine delivers non-partisan Alaska news that other media outlets don’t always report, and we do so in a fun, entertaining and high energy way!",https://t.co/43Wg00H4Od,"Anchorage, AK",Mon Oct 23 05:41:40 +0000 2017,4624,89,5190,false,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/AlexThomas,AlexThomas,4824038954,Alex Thomas,https://pbs.twimg.com/profile_images/1310740805158494208/lPn85bPi_normal.jpg,https://pbs.twimg.com/profile_banners/4824038954/1610924967,"writer @playboy, @menshealthmag, @airmailweekly",https://t.co/nbUc6R3KaW,,Thu Jan 28 05:13:38 +0000 2016,16549,891,625,true,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/Alaska_Star,Alaska_Star,342865213,Alaska Star,https://pbs.twimg.com/profile_images/1542988952/Star_Logo_normal.jpg,https://pbs.twimg.com/profile_banners/342865213/1484964379,"Founded in 1971, the Chugiak-Eagle River Star is a weekly newspaper and 24-hour community news website serving Chugiak-Eagle River, Alaska.",https://t.co/FIJJbpWQRK,"Chugiak-Eagle River, Alaska",Tue Jul 26 18:09:23 +0000 2011,1151,280,3325,false,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
https://twitter.com/MCPOCG,MCPOCG,996795759138955265,Master Chief Petty Officer of the Coast Guard,https://pbs.twimg.com/profile_images/1004090187394224129/R5Lx8CSN_normal.jpg,https://pbs.twimg.com/profile_banners/996795759138955265/1555518768,"Official Twitter of Jason M. Vanderhaden, the 13th Master Chief Petty Officer of the @USCG (RT, follows ≠ endorsements)",https://t.co/bzNLwEHrA0,,Wed May 16 16:53:23 +0000 2018,1716,169,463,true,false,false,https://twitter.com/lisamurkowski,2021-01-25T04:55:35.999Z,
