,phrase,score
0,natural language,0.7907894931703
1,domain specific,0.7413832473003199
2,named entity,0.67354934246355
3,distant supervision,0.6275761944868499
4,lstm crf,0.5978807680713549
5,ablation experiments,0.5801755148674074
6,distantly supervised,0.5616130486374706
7,ncbi,0.5362222670208904
8,ner,0.5166987082557718
9,ram,0.5164294093454184
10,f1,0.5075613084805468
11,liu,0.5054259397488214
12,dictionary,0.49185115648808975
13,conference,0.4897101634367008
14,random,0.48632206804715755
15,fig,0.48578843245003617
16,tagging scheme,0.48182699186204997
17,mining,0.4792136802125837
18,gold,0.47801948530053084
19,label,0.4778106780005035
20,li,0.4756033955205732
21,token,0.4752355111433776
22,extraction,0.473519675318195
23,human,0.47288401984867695
24,wang,0.4668209308209085
25,vi,0.4655326463448115
26,knowledge,0.4646808801486314
27,span,0.45461235318417265
28,laptop,0.45379373289476377
29,lstm,0.45007285461212937
30,set,0.44874056571774085
31,typed,0.4444201620095469
32,disease,0.44437826009003745
33,data,0.4436604637656147
34,training,0.44301826099551816
35,tagging,0.4408165094477473
36,table,0.43923871469499115
37,labeling,0.4383682696555208
38,dataset,0.436471163436089
39,neural,0.4350893286699774
40,detection,0.43414869067446354
41,language,0.43147505825378335
42,unknown,0.4299960173558188
43,phrase,0.4255528507232677
44,score,0.4254812945194098
45,mesh,0.42385944320210583
46,es,0.4233778998639685
47,type,0.4229672486228719
48,analysis,0.42215309647200255
49,tie,0.4212714873194541
50,entity,0.4191971780835764
51,dictionaries,0.41881075746191465
52,labeled,0.41620249121141945
53,international,0.41568735369259463
54,figure,0.4142795627234699
55,distantly,0.41320308069236494
56,yi,0.41169043570183156
57,computational,0.41105644639360905
58,ren,0.41061542370216353
59,layer,0.4100345841782571
60,synthesis,0.40725222849722564
61,sequence,0.40713550260543585
62,crf,0.404325080302589
63,specifically,0.40251448262925876
64,types,0.4011579132641837
65,model,0.40104362262689336
66,label sequences,0.3949786187033462
67,aspect,0.39264002785887986
68,biomedical,0.39233654065452767
69,term,0.39038035126713017
70,quality,0.38831909875474085
71,processing,0.3875951756257965
72,human effort,0.38699317363
73,lample,0.3862568539780269
74,recall,0.38460211489816487
75,corpus,0.3843131501682721
76,multi,0.3832826013985406
77,high quality,0.38213874521911034
78,additional,0.3816195888971783
79,chemical,0.3811976938530868
80,matching,0.3794757135248882
81,volume,0.3789580004975873
82,models,0.37855337954372675
83,review,0.37647787325785165
84,expert,0.3760291067931308
85,articles,0.374313131152797
86,learning,0.3710341011431239
87,scores,0.3709554529116753
88,supervised,0.3705148748673878
89,text,0.36992798665146115
90,high,0.3691261954060967
91,effective,0.36710736056976784
92,distant,0.3669413361702089
93,pre,0.36588440065426875
94,performance,0.36527031465140825
95,design,0.3651250873280909
96,word,0.3636910128692363
97,existing,0.36277246393109036
98,raw,0.36046534846529926
99,false,0.35938879440196686
100,break,0.35934370649374875
101,tj,0.35884379093125873
102,precision,0.3586816366445183
103,recognition,0.3581954003765971
104,phrases,0.3566446637058352
105,future,0.3551895253508117
106,supervision,0.35468933413552006
107,competitive,0.35399271675950933
108,named entity recognition,0.351882617
109,effort,0.350527414190195
110,annotated,0.3497531278069235
111,sequence labeling,0.34866828131844674
112,experiments,0.34809077696156493
113,domain,0.344953351982999
114,results,0.34186990765373587
115,multiple,0.3417032662658789
116,development,0.3410266548470634
117,mentions,0.34082457374846853
118,mention,0.34012892057821376
119,benchmark,0.33927529280788143
120,framework,0.33895335766747475
121,based,0.3374907303983333
122,special,0.3360664946059968
123,sentences,0.3352563632374481
124,task,0.33415716543679524
125,match,0.32985097136266145
126,effectiveness,0.3291659167696564
127,labels,0.32859917317336607
128,biomedical named entity recognition,0.32788356954432435
129,features,0.3271722674262942
130,pages,0.32692419608535184
131,specific,0.32672019128393903
132,matched,0.3243185608658415
133,tokens,0.32136427074713714
134,tailored,0.31831004433490384
135,methods,0.31768300828647206
136,trained,0.31698097085929755
137,entity type,0.3139074766213447
138,method,0.30841613912332405
139,entities,0.3072425749622976
140,annotations,0.3068344703781428
141,scheme,0.30647008146147076
142,papers,0.29973472595686595
143,efforts,0.2950535463986505
144,cases,0.29284020513104214
145,entity mentions,0.29257514802061185
146,crf layer,0.2906909921032
147,tasks,0.2885511137833424
148,spans,0.285910196537409
149,original,0.2844021327050632
150,entity mention,0.28424317699018753
151,datasets,0.28175144303712485
152,test f1,0.27708464164333496
153,et al,0.27333333542960003
154,explore,0.2689555102868622
155,proposed,0.2664882704924317
156,f1 scores,0.2590222710923711
157,achieves,0.25346967673586984
158,propose,0.2523434484528572
159,including,0.25141283821943694
160,biomedical domain,0.24872166453843517
161,o,0.24740326003510518
162,i.e,0.24716794914757484
163,et,0.243507433788496
164,e.g,0.2431286123729591
165,as,0.24308000102806468
166,f1 score,0.24275381499754517
167,in,0.23964031354698684
168,entity types,0.23814124649564
169,b,0.23348357813900916
170,using,0.2296823098769028
171,x,0.22936079006240295
172,s,0.22882080076405095
173,a,0.2265813438302921
174,on,0.22372292782048214
175,i,0.2210395648075145
176,l,0.21950329625496018
177,non,0.2169985230281817
178,for,0.21397540880367624
179,such,0.2083848939438903
180,an,0.20838399244658165
181,p,0.20798211874073852
182,therefore,0.20743454535495004
183,neural models,0.20740993562099996
184,better,0.20697086941190052
185,w,0.2045000327196954
186,he,0.20378341223914634
187,the,0.20332187519908512
188,none,0.20006852963225197
189,accordingly,0.19740374950039824
190,c,0.19647348751956437
191,entity recognition,0.19226864398428276
192,after,0.1906101190359525
193,new,0.18984112556846214
194,example,0.18921744439285298
195,|,0.18769903497043944
196,with,0.18560695649618075
197,first,0.1852442167254756
198,thus,0.18504098337480174
199,given,0.18314113447167088
200,beyond,0.1827828836410275
201,name,0.18269940276057134
202,most,0.1825139603602122
203,only,0.1821357673173915
204,these,0.17995496626334376
205,however,0.1782588131452069
206,there,0.17744743130451168
207,we,0.17468725357098525
208,while,0.17352510739630395
209,further,0.17248993918618188
210,this,0.17227119044013153
211,or,0.17044659301851808
212,many,0.1693861531864584
213,it,0.16871270863854268
214,training set,0.1664883211572
215,one,0.16577536340462556
216,of,0.1624617504320179
217,three,0.16214379582564897
218,under,0.16005175042121428
219,more,0.15870681749670146
220,our,0.15698659509327717
221,at,0.1562870782133176
222,and,0.15626542508444333
223,two,0.15558268768658617
224,1,0.15332435115348017
225,by,0.15094362120486143
226,no,0.1504446510082727
227,0,0.14891873949852008
228,when,0.1488326621312983
229,even,0.14825133834772933
230,but,0.14659638199062483
231,to,0.14649374538475257
232,the art,0.14559367401200002
233,all,0.14525927264594496
234,#,0.1422539982974146
235,other,0.14213011828939973
236,each,0.14199625803261112
237,+,0.14185634976712674
238,2,0.13940116461375718
239,from,0.13704124448936125
240,3,0.1369651708760199
241,not,0.1356387470590739
242,4,0.1353773622054139
243,every,0.13537381060647388
244,different,0.1344146933463279
245,2015,0.13347336798837697
246,2014,0.1330133512251894
247,possible,0.13286075597900684
248,both,0.13268062758441893
249,2017,0.1319021272132306
250,2009,0.1317265016650822
251,whether,0.1304337147531153
252,available,0.13040816015619885
253,any,0.12996845809821245
254,2005,0.12959884378518574
255,2016,0.12684342282059385
256,2018,0.1262984782791974
257,crf model,0.12478784488414107
258,=,0.1244168869940366
259,without,0.12321430462015068
260,its,0.12300141900703396
261,test f1 score,0.12212725313457501
262,between,0.12211539592866837
263,liu et al,0.12177024860966186
264,than,0.11849174442414641
265,use,0.11634377993510805
266,respectively,0.11569353030059829
267,into,0.11398393912248525
268,their,0.11267051625346246
269,are,0.11230273069402974
270,is,0.11131175241663228
271,been,0.11079725925628789
272,where,0.10959125267214197
273,may,0.107787841817245
274,be,0.1076779745050821
275,cannot,0.10711766984905781
276,has,0.10684297847735137
277,can,0.10666319462688922
278,ner performance,0.10664375130227499
279,which,0.1060216067567554
280,have,0.10554127902642244
281,that,0.10553172309366514
282,will,0.1051918208373539
283,workshop on,0.10181336294580501
284,number of,0.09863282294726344
285,span detection,0.08904081105556251
286,the same,0.07558471923349486
287,i th,0.0677503335681
288,proceedings of,0.06647364131243284
289,as shown in,0.0574643583851654
290,the traditional,0.05602675725363733
291,the biomedical domain,0.046328685920469764
292,additional human,0.04390389984879
293,the number of,0.042428846622612655
294,the best,0.037956222830673486
295,trained on,0.03722861808656611
296,based on,0.03242147863979
297,experiments on,0.03191315234253979
298,for example,0.027388883548696313
299,a new,0.02629809719609904
300,conference on,0.024244881579813297
301,an entity,0.018482987647049996
302,such as,0.01816849888336
303,the dictionary,0.01656797841204
304,labeled as,0.01554940068759
305,the effectiveness,0.014901724658513414
306,a token,0.013615789964069945
307,distant supervision for,0.010094638495531839
308,the fuzzy,0.006643565854912419
309,the biomedical,0.004336229236103919
