0.9316333333	magnetic resonance
0.9145166667	deep learning
0.8451000000	multi coil
0.8376000000	cine mri
0.8245166667	dc module
0.8190333333	network architecture
0.8043500000	fine tuning
0.7726009909	mri
0.7722626824	cartesian
0.7638369655	ieee
0.7588724678	cnn
0.7561666667	ms ssim
0.7546942502	ssim
0.7507183613	dc
0.7433828886	fourier
0.7425608383	mr
0.7422500000	materials and methods
0.7397833333	end to end
0.7357833333	cine mr
0.7286725276	medical
0.7206704234	radial
0.7193725773	data
0.7177223901	deep
0.7168577807	reconstruction
0.7159268152	dictionary
0.7061459654	neural
0.7015398670	variation
0.6974500000	dictionary learning
0.6950416818	nθ
0.6940177077	image
0.6922928584	forward
0.6920310229	net
0.6892756357	based
0.6882461759	proposed
0.6843500000	trainable parameters
0.6829727252	test
0.6821579094	multi
0.6785776754	architecture
0.6774118667	coil
0.6764995504	computational
0.6728774996	complexity
0.6720472787	processing
0.6704407577	operator
0.6695280609	module
0.6680817852	training
0.6678170686	networks
0.6648866933	acquisition
0.6626452716	learning
0.6622514933	imaging
0.6617555485	blocks
0.6613914281	entire
0.6605000000	u net
0.6601013939	pre
0.6598500000	pre training
0.6595889406	trainable
0.6589185570	order
0.6588662432	hyper
0.6566231350	dynamic
0.6545097851	output
0.6525756552	ai
0.6522389970	network
0.6521519575	strategy
0.6505454049	final
0.6505454049	consistency
0.6505454049	e.g
0.6500576148	block
0.6483048975	ny
0.6477587943	nt
0.6464971291	cine
0.6443582230	method
0.6417342664	problems
0.6407208944	references
0.6403812044	fine
0.6402391552	parameters
0.6391000000	entire network
0.6389920786	tuning
0.6389920786	space
0.6346326030	ncg
0.6344461035	ii
0.6289166667	ah i
0.6235308022	iii
0.6214593591	nx
0.6212000000	cnn block
0.6170142664	nrmse
0.6170142664	psnr
0.6117000000	cnn blocks
0.6111666667	fine tuned
0.6090228625	hpsi
0.6085847226	sense
0.6080116879	figure
0.6065274372	viqp
0.6051633290	methods
0.6030223098	cg
0.5981107041	uqi
0.5981107041	nufft
0.5974384079	table
0.5902000000	final reconstruction
0.5885338802	results
0.5829800765	scheme
0.5773500000	proposed cnn block
0.5767172440	note
0.5755118148	convolutional
0.5747719933	cardiac
0.5742358135	validation
0.5731626728	undersampling
0.5731626728	sampling
0.5731626728	model
0.5717912178	comparison
0.5708125289	learned
0.5682300842	accelerated
0.5655545277	process
0.5655348248	performance
0.5655348248	measured
0.5655348248	single
0.5655348248	domain
0.5655348248	applied
