0.8836833333	jiawei han
0.8380166667	association for computational linguistics
0.8315833333	test f1
0.8267500000	natural language
0.7971666667	xiang ren
0.7888000000	domain specific
0.7850000000	modified iobes
0.7614166667	ablation experiments
0.7600833333	pre rec f1
0.7070500000	lstm crf
0.7035000000	named entity
0.6808519471	data
0.6792795484	dictionary
0.6735000000	tagging scheme
0.6725333484	knowledge
0.6713833333	high quality phrases
0.6702427962	disease
0.6623257151	dataset
0.6561846744	label
0.6560685618	unknown
0.6553665380	human
0.6506203512	training
0.6501034397	ner
0.6464949304	extraction
0.6454665847	ncbi
0.6448030405	set
0.6437251371	autoner
0.6427591718	token
0.6405000000	distant supervision
0.6401763630	models
0.6390276786	model
0.6371145756	types
0.6370040600	mining
0.6351060600	type
0.6327809553	random
0.6327809553	term
0.6326430571	iobes
0.6299166667	tie or break
0.6293333333	label sequences
0.6292924496	performance
0.6292833333	an unknown typed high quality phrase
0.6275467466	labeled
0.6258169852	f1
0.6257016065	neural
0.6240000000	supervised benchmark
0.6229641151	sequence
0.6180043680	analysis
0.6171017734	conference
0.6171017734	fries
0.6171017734	hovy
0.6161267345	based
0.6152069389	fig
0.6127827025	ram
0.6098087469	language
0.6095500000	fuzzy lstm crf
0.6067861494	additional
0.6066285250	computational
0.6060602241	span
0.6045880426	articles
0.6045880426	laptop
0.6045880426	effectiveness
0.6043268300	layer
0.6036543165	scores
0.6034653058	lample
0.6032781043	dictionaries
0.6019370538	processing
0.6016468418	break
0.6001522106	giannakopoulos
0.5985500000	et al
0.5974217452	detection
0.5936571286	liu
0.5933630382	trained
0.5933630382	vi
0.5931367404	quality
0.5931367404	high
0.5928982789	labeling
0.5915806738	specific
0.5901666667	distantly supervised
0.5888891275	lstm
0.5888879292	annotated
0.5872381325	tagging
0.5871728667	distantly
0.5852977319	framework
0.5786712953	effort
0.5767751227	gold
0.5743586364	laptopreview
0.5743586364	ren
0.5692962888	score
0.5684518495	phrase
0.5683183015	mention
0.5681105442	table
0.5681105442	wang
0.5681105442	figure
0.5667484846	design
0.5647166667	diease s chemical o …
0.5630397364	swellshark
0.5630397364	shang
0.5613408086	bc5cdr
0.5610462678	review
0.5605641397	mentions
0.5605641397	typed
0.5580827697	specifically
0.5565399518	li
0.5555000000	ma and hovy
0.5548265857	phrases
0.5544978965	method
0.5527509951	international
0.5522707161	entity
0.5515678589	sentences
0.5500748544	distantsupervision
0.5500748544	aspectterm
0.5490978205	labels
0.5490011397	scheme
0.5483333333	annotated articles
0.5480195535	tie
0.5478833083	aspect
0.5438525555	8gb
0.5419421867	synthesis
0.5413979841	domain
0.5412263076	…
0.5399098525	methods
0.5394492762	prostaglandin
0.5380825867	mesh
0.5380825867	match
0.5379873995	chemical
0.5348721830	task
0.5324738741	volume
0.5322106606	pre
0.5320333333	chemical o … b diease i
0.5311530254	development
0.5311530254	explore
0.5311530254	multi
0.5311530254	expert
0.5311530254	results
0.5311530254	competitive
0.5311530254	cases
0.5311530254	efforts
0.5301096563	corpus
0.5292646832	word
0.5257455207	benchmark
0.5246177460	tailored
0.5246177460	papers
0.5227542906	tokens
0.5224564945	raw
0.5219167071	distant
0.5213247394	entities
0.5210387345	yi
0.5210387345	propose
0.5200744962	text
0.5200744962	recall
0.5200744962	precision
0.5200744962	·
0.5200744962	es
0.5200744962	spans
0.5200744962	i.e
0.5200744962	including
0.5200744962	achieves
0.5200744962	features
0.5200744962	†
0.5200500000	unknown typed high quality
0.5175000000	laptop review
0.5166827184	matched
0.5166827184	␣
0.5158572511	original
0.5158572511	future
0.5158572511	existing
0.5158572511	learning
0.5138753883	supervised
0.5136857030	datasets
0.5128723754	matching
0.5128723754	proposed
0.5128723754	tj
0.5128723754	∈
0.5128723754	∑
0.5128723754	false
0.5128723754	tasks
0.5128723754	e.g
0.5128723754	multiple
0.5125000000	sequence labeling framework
0.5122686596	–
0.5114793866	special
0.5114793866	effective
0.5114793866	annotations
0.5112690819	pages
0.5104123524	experiments
0.5027333333	supervised benchmarks
0.5015148634	supervision
0.5015070189	crf
0.4992602029	biomedical
0.4918945643	recognition
0.4845000000	i th
0.4826833333	b diease i diease
0.4792833333	only using dictionaries
0.4720333333	as shown in
0.4678333333	tie or break scheme
0.4655000000	human effort
0.4635666667	the conventional crf
0.4625666667	the laptopreview dataset
0.4573833333	high quality
0.4266333333	ncbi disease
0.4243333333	modified iobes scheme
0.3950500000	workshop on
0.3927500000	test f1 score
0.3856000000	s chemical o …
0.3839379544	as
0.3832180663	only
0.3801733697	on
0.3783235339	for
0.3765666667	distant supervision for better
0.3760000000	crf layer
0.3755979357	in
0.3717500000	entity span detection
0.3714152975	the
0.3704519622	using
0.3702036206	an
0.3700000000	named entity recognition
0.3682480623	of
0.3675096746	a
0.3653233472	example
0.3644227081	better
0.3636630295	with
0.3626666667	sequence labeling
0.3615002532	such
0.3600509733	or
0.3586102180	|
0.3578958580	non
0.3576666667	biomedical named entity recognition
0.3551971484	and
0.3475962553	o
0.3467333619	et
0.3450833333	entity type
0.3430000000	fuzzy crf
0.3317823504	new
0.3279418795	b
0.3260000000	the art
0.3234221717	i
0.3223360923	x
0.3220788692	s
0.3219166667	entity mentions
0.3178500000	b diease i diease s
0.3158307668	therefore
0.3085833333	entity mention
0.3066500000	ner performance
0.3059423514	none
0.3059423514	he
0.3008166667	lample et al
0.3002609730	however
0.3001095695	l
0.2929417176	we
0.2917974812	p
0.2917233430	1
0.2915047353	accordingly
0.2915047353	after
0.2906666667	f1 scores
0.2892288916	thus
0.2885924171	it
0.2860666667	biomedical domain
0.2814554710	name
0.2811487956	are
0.2802326055	by
0.2797067066	no
0.2796166667	the traditional
0.2794884817	first
0.2793039800	to
0.2787689099	there
0.2787689099	given
0.2780760231	w
0.2780760231	0
0.2780760231	#
0.2780760231	respectively
0.2780760231	whether
0.2780760231	every
0.2780760231	2015
0.2780760231	beyond
0.2780760231	under
0.2780760231	been
0.2768921364	each
0.2768921364	these
0.2768160639	c
0.2765333042	is
0.2762573456	any
0.2761709599	not
0.2760547409	4
0.2755301172	its
0.2752941444	from
0.2752415165	even
0.2752096066	other
0.2745669537	more
0.2742319406	2
0.2727701012	many
0.2727701012	their
0.2727701012	both
0.2727701012	different
0.2727701012	2009
0.2727701012	most
0.2725676464	3
0.2723678503	2014
0.2720822161	when
0.2709666667	number of
0.2699666667	ma and
0.2695145361	be
0.2690574494	this
0.2686312111	further
0.2686312111	available
0.2686312111	may
0.2686312111	where
0.2686312111	2005
0.2686312111	but
0.2686312111	at
0.2684664191	while
0.2684664191	than
0.2684664191	use
0.2684664191	cannot
0.2684664191	three
0.2673264324	into
0.2667568837	one
0.2667568837	has
0.2662578051	between
0.2660902171	=
0.2660902171	possible
0.2660902171	which
0.2654833333	the biomedical domain
0.2653932156	two
0.2649768785	our
0.2648847033	+
0.2648847033	have
0.2647500000	neural models
0.2646768785	all
0.2644833333	the supervised benchmarks
0.2640323932	2017
0.2640323932	that
0.2635296308	can
0.2635296308	will
0.2631500000	entity types
0.2630323932	2016
0.2630323932	2018
0.2628629641	without
0.2564333333	the same
0.2554333333	the best
0.2551666667	f1 score
0.2537833333	in proceedings of
0.2296833333	proceedings of
0.2279833333	the distant supervision
0.2273833333	| vi
0.2188333333	s chemical
0.2129500000	unknown typed
0.2109000000	training set
0.2109000000	entity span
0.2045666667	entity recognition
0.1969000000	giannakopoulos et al
0.1919000000	fries et al
0.1903666667	the number of
0.1894833333	liu et al
0.1883666667	the bc5cdr and
0.1784833333	span detection
0.1730833333	non entity
0.1728166667	crf model
0.1655666667	iobes scheme
0.1629000000	additional human
0.1377166667	conference on
0.1323000000	labeled as
0.1214833333	distant supervision for
0.1193000000	based on
0.1186333333	experiments on
0.1126833333	for example
0.1103833333	trained on
0.1026333333	autoner with
0.1012000000	the dictionary
0.0977166667	the modified iobes
0.0972666667	a new
0.0963833333	chemical and
0.0897833333	a token
0.0875500000	scheme and
0.0826000000	such as
0.0807000000	in fig
0.0775333333	the effectiveness
0.0687000000	an entity
0.0667000000	the supervised
0.0660333333	the bc5cdr
0.0597833333	the biomedical
0.0597833333	the fuzzy
