0.9545000000	x 1
0.8765000000	+ 1
0.8595000000	x i
0.8585000000	p 0
0.8505000000	v 0
0.8365000000	= 1
0.8335000000	i = 1
0.8325000000	1 t +
0.8245000000	+ |
0.8015000000	t ∈
0.7965000000	0 =
0.7935000000	= 0
0.7905000000	i =
0.7895000000	e 0 t y 1
0.7845000000	+ ∫ t 0
0.7795000000	x 0 t
0.7715000000	x 1 t
0.7705000000	y 1 t
0.7655000000	+ e 0 t
0.7655000000	f 0 t
0.7635000000	| 2 +
0.7625000000	n t
0.7565000000	i t = −
0.7515000000	t dw 0 t + ∑
0.7505000000	c 0
0.7497980445	rit
0.7495802478	probability
0.7475000000	x 0
0.7455000000	= e
0.7445000000	p 0 t
0.7415000000	x i t
0.7415000000	system of
0.7385000000	y i
0.7376142427	major
0.7345000000	= ∂
0.7335000000	t +
0.7315861814	game
0.7315000000	i t =
0.7315000000	j t
0.7305000000	+ e 0
0.7305000000	− 〈
0.7285000000	the problem
0.7275000000	p i
0.7265000000	+ w2
0.7265000000	t =
0.7255000000	× n
0.7255000000	t ×
0.7242279573	rn
0.7235000000	r i
0.7225000000	i t +
0.7225000000	the following
0.7205000000	the market
0.7195000000	e 0 t p
0.7185000000	r n
0.7175000000	s 2
0.7155000000	e |
0.7145000000	0 0 0
0.7141223737	financial
0.7135000000	t | 2
0.7108533542	games
0.7086112479	stochastic
0.7085000000	n n ∑ i = 1
0.7055000000	p i t
0.7045000000	the major
0.7025000000	+ l
0.7025000000	the securities
0.6985000000	× r n
0.6965000000	| ∆ p0t
0.6965000000	a major
0.6945000000	the minor agents
0.6927987751	space
0.6925000000	jt | 2
0.6905000000	i t
0.6895000000	h 2
0.6885000000	0 0 0 0 0
0.6885000000	v 0 t
0.6885000000	0 t
0.6875000000	y i t
0.6875000000	− ∆
0.6865000000	e 0 t
0.6865000000	+ e
0.6865000000	x0 t
0.6855000000	1 − δ
0.6846778044	population
0.6845000000	rn ×
0.6845000000	1 t
0.6835327122	optimization
0.6815000000	| 2
0.6805000000	r m
0.6785000000	× r
0.6766738769	xit
0.6765000000	e ∫ t 0
0.6755000000	2 + ∫ t 0
0.6745000000	n ∑ i = 1
0.6745000000	f 0
0.6735000000	= −
0.6695000000	− λt
0.6695000000	− i
0.6685000000	e 〈
0.6676274201	solution
0.6675000000	t + hg
0.6675000000	− m
0.6665000000	y 1 t −
0.6655000000	f i
0.6635000000	| + |
0.6626833464	control
0.6625000000	〉 + n
0.6595000000	n ×
0.6589135798	equations
0.6585000000	〈 ∆ drift
0.6575000000	̟ t
0.6565000000	− e 0 t
0.6555000000	given by
0.6545000000	| 2 + |
0.6527483495	common
0.6525000000	∈ 0
0.6517969975	x0t
0.6504876021	jt
0.6485000000	the mean field limit
0.6475000000	e 0 t y 1 t
0.6425000000	t ∈ 0
0.6425000000	+ m
0.6422753281	µr
0.6405255850	
0.6395000000	equilibrium price
0.6365000000	n j =
0.6335000000	〉 + 1
0.6328563158	·
0.6325000000	+ n ∑
0.6315000000	drift x0
0.6295000000	0 0
0.6295000000	t 0
0.6291159671	µp
0.6291159671	µy
0.6288808279	hg
0.6285000000	n ∑ i = 1 〈
0.6285000000	t × r n
0.6259302489	securities
0.6245000000	〉 =
0.6225000000	+ hg
0.6225000000	mean field
0.6225000000	µp t
0.6225000000	µy t
0.6218269730	ce
0.6214107856	λt
0.6209992172	finite
0.6205473818	δ
0.6185000000	≤ n
0.6182663938	≥
0.6175000000	| ∆ xit |
0.6170427823	∫
0.6165000000	2 + | ∆
0.6135000000	| ∆ x0t | 2
0.6105000000	∆ x0
0.6095000000	= δ 1 −
0.6095000000	∈ r
0.6085000000	mean field games
0.6075000000	major agent
0.6075000000	t |
0.6065000000	the mean field
0.6052853624	market
0.6048358338	large
0.6034581125	w2
0.6034283582	qi
0.6015000000	1 ≤ i
0.6003355435	terminal
0.5985000000	= δ 1 − δ
0.5945000000	≥ 0
0.5935000000	× r n ×
0.5928717918	p0t
0.5925000000	1 −
0.5924591294	f0
0.5915000000	2 + w2
0.5905000000	| 2 + | ∆ rit
0.5905000000	〉 +
0.5903691194	pit
0.5895000000	| ∆
0.5895000000	solution to
0.5895000000	〈 ∆
0.5885000000	∫ t 0
0.5885000000	in × n
0.5875000000	| 2 + | ∆
0.5875000000	= − λt
0.5875000000	dt +
0.5862292247	
0.5855000000	mean field limit
0.5851823229	yit
