,phrase,score
0,mental health,0.9172825859208218
1,automatic speech recognition,0.8762980516955645
2,substance abuse,0.8718746443608545
3,machine learning,0.8336530427113921
4,speech recognition,0.6842437745318956
5,real world,0.5497305441670614
6,utterance level,0.5024117553713032
7,diarization,0.49441914453566194
8,university,0.48522935745163204
9,code,0.4833101733430925
10,annual,0.4831100771137209
11,spearman,0.4818761815774093
12,therapist,0.4776560274812195
13,asr,0.4775114560176998
14,health,0.4773472828104163
15,table,0.47725449809672177
16,test sets,0.4722204712437463
17,conference,0.472126040749868
18,corpus,0.4717922199257207
19,counseling,0.4714150832631447
20,short,0.4680407231913499
21,open,0.465180912255002
22,language,0.4634847386294234
23,psychology,0.46280122061679396
24,text,0.46184014397034173
25,behavioral,0.4586771606345397
26,speech,0.45760519623918827
27,psychotherapy,0.4572501904450949
28,automatic,0.45603602234952034
29,pp,0.44932114586708216
30,international,0.4490113678426525
31,coding,0.4465290799456591
32,motivational,0.44612579956295656
33,automated,0.4457358077337682
34,data,0.44298354826454317
35,ted,0.44286414746822755
36,usa,0.44263507149265735
37,speaker,0.4419011908158925
38,information,0.4411200286388172
39,toolkit,0.43766942044346874
40,research,0.4370182775147255
41,recognition,0.43337968410226496
42,therapy,0.43328615915270974
43,miller,0.43166052818613865
44,trial,0.4298542308085683
45,lee,0.4293720457353003
46,transcription,0.42856691138777536
47,evaluation,0.4283475568721929
48,clinical,0.4281949435694637
49,error,0.42797240763183036
50,model,0.4270204759043496
51,prediction,0.42631408658480213
52,oracle,0.4261412823126406
53,substance,0.42500440105480225
54,conversational,0.42473408059519346
55,chen,0.4231244623365634
56,addiction,0.422510345224148
57,ctt,0.421058731580892
58,gibson,0.42008803871161154
59,network,0.41986137402148277
60,res,0.4197286451028331
61,neural,0.4187046434977005
62,empathy,0.4183987578489251
63,voiced,0.41781882039112095
64,processing,0.4173446049134117
65,vad,0.41650886392874514
66,interviewing,0.41531429881091686
67,learning,0.41372431259222064
68,behavior,0.41363668707111884
69,client,0.4132663186906641
70,domain,0.41035976299786275
71,task,0.4103253728686366
72,quality,0.40911900151105973
73,silence,0.40851488926892143
74,communication,0.4079757325541547
75,fa,0.4079662396304451
76,test,0.40787222643101856
77,human,0.4077000135502116
78,mi,0.407596221378797
79,support,0.4072269733778328
80,proc,0.40587647637649293
81,machine,0.40579354850953314
82,session,0.40578292835501595
83,acoustic,0.4053443736403074
84,sessions,0.4045812589718046
85,audio,0.4015726357637794
86,workshop,0.4015123668206671
87,xiao,0.40112917279059107
88,rec,0.4004788410695569
89,segmentation,0.39836030069021855
90,analysis,0.3977730843227931
91,feedback,0.3977614464208552
92,modeling,0.39775854546827255
93,narayanan,0.3972867077818922
94,signal,0.39701592599486696
95,manual,0.39441471545639634
96,combined,0.39352953941849267
97,linguistic,0.39236396947347923
98,scale,0.39143058196926706
99,average,0.39042641700861846
100,frame,0.3891934569231808
101,ucc,0.38868958157296024
102,association,0.38796548609879344
