0.9474069264	motivational interviewing
0.9440474026	mental health
0.9350521645	substance abuse
0.9163690476	machine learning
0.9094902597	automatic speech recognition
0.7625354978	skills using speech and language technologies
0.7235854978	automated evaluation of psychotherapy
0.7071188312	speech recognition
0.6827289878	research
0.6804195056	model
0.6798131364	data
0.6731807359	code prediction
0.6719785714	real world
0.6664623448	behavior
0.6657684162	diarization
0.6635615873	information
0.6624854978	behavioral coding
0.6567916257	task
0.6567916257	short
0.6550484026	language
0.6523226131	support
0.6518756101	recording
0.6507755757	corpus
0.6497256997	psychotherapy
0.6492919943	text
0.6481380515	processing
0.6465401664	error
0.6464795917	counseling
0.6462183580	sessions
0.6440521513	domain
0.6433499900	speaker
0.6414218417	ucc
0.6392551746	psychology
0.6384768445	open
0.6374368777	speech
0.6361408057	code
0.6305459624	university
0.6284463445	signal
0.6249074840	quality
0.6246041274	health
0.6242433151	trial
0.6231935173	clinical
0.6228581688	based
0.6226576538	automatic
0.6203265367	asr
0.6198582053	technologies
0.6194073207	counselor
0.6172800884	table
0.6160623747	spearman
0.6118895795	evaluation
0.6117839758	therapy
0.6111279653	coding
0.6079164255	utterance
0.6075306725	test
0.6068286906	behavioral
0.6064946376	flemotomos
0.6029434308	automated
0.6021388042	neural
0.5994523854	scale
0.5984224695	client
0.5973331169	a good therapist
0.5970628603	international
0.5962341781	narayanan
0.5951419551	recognition
0.5950140693	using speech and language technologies
0.5949433742	conference
0.5913432381	annual
0.5894430009	network
0.5888804193	therapist
0.5858345787	prediction
0.5830157194	session
0.5829694488	assigned
0.5823136337	analysis
0.5811845726	machine
0.5808071445	skills
0.5801626306	sets
0.5768543612	communication
0.5752104347	learning
0.5722615516	level
0.5708690476	utterance level
0.5684587970	results
0.5668593074	test sets
0.5659684002	report
0.5658302070	substance
0.5650284958	human
0.5627608104	motivational
0.5615979381	proc
0.5597577127	modeling
0.5594139453	transcription
0.5590283703	performance
0.5549775093	linguistic
0.5549775093	average
0.5540330052	study
0.5536171276	word
0.5515237609	conversational
0.5515237609	related
0.5511853689	acoustic
0.5509250417	treatment
0.5496485083	end
0.5480163992	toolkit
0.5480163992	combined
0.5465128714	frame
0.5460534606	role
0.5459562045	corpora
0.5458385327	audio
0.5456066301	low
0.5456066301	high
0.5445644335	pp
0.5445644335	feedback
0.5430553441	trained
0.5429842789	segments
0.5426509455	e.g
0.5424674722	specific
0.5422636013	models
0.5416378252	algorithm
0.5416378252	accuracy
0.5416378252	ground
0.5416378252	presented
0.5416378252	manually
0.5416378252	modules
0.5416378252	layer
0.5416378252	voiced
0.5416378252	user
0.5416378252	predicted
0.5416378252	provider
0.5416378252	single
0.5416378252	point
0.5416378252	clients
0.5416378252	client’s
0.5416378252	settings
0.5407751167	provided
0.5407636013	words
0.5407636013	reported
0.5403070773	speakers
0.5403070773	automatically
0.5403070773	silence
0.5396668397	generated
0.5396668397	empathy
0.5396668397	case
0.5394247930	recorded
0.5394247930	platform
0.5389268551	final
0.5389268551	addiction
0.5382616228	labels
0.5382616228	manual
0.5382616228	provide
0.5367982619	training
0.5362188312	annual conference of
0.5360101201	segmentation
0.5356671235	oracle
0.5353048822	utterances
0.5346633265	processed
0.5346633265	set
0.5346633265	features
0.5346633265	transcriptions
0.5346633265	process
0.5345093124	questions
0.5343566406	workshop
0.5343566406	metric
0.5343566406	scores
0.5343566406	transcribed
0.5343566406	means
