,phrase,score
0,magnetic resonance,0.8921673790892621
1,deep learning,0.8282400671264253
2,fine tuning,0.6964763226677001
3,multi coil,0.69588424706805
4,cine mri,0.69282063462048
5,ms ssim,0.6346029467864912
6,dictionary learning,0.6278840198618649
7,cartesian,0.5813209838491252
8,network architecture,0.5728608035642054
9,ieee,0.5328955120467177
10,fine tuned,0.5299506890460204
11,trainable parameters,0.52861094371515
12,dc,0.5271165318620249
13,mri,0.5266793716144765
14,radial,0.5256336648894824
15,ssim,0.5238247076993428
16,mr,0.5175821510873865
17,pre training,0.5170015672711051
18,fourier,0.5010089272762411
19,cnn,0.5003691249042422
20,net,0.4617600487141137
21,hyper,0.4590825595102894
22,deep,0.4582620511004413
23,cine,0.4542095008570798
24,reconstruction,0.4498457070696619
25,ai,0.44914740953725657
26,medical,0.44472288948592203
27,neural,0.4399712828172969
28,trainable,0.43898072445107944
29,cg,0.4348794958166494
30,multi,0.43381175200616245
31,image reconstruction,0.4334346647012
32,psnr,0.4297997033474307
33,forward,0.42901876896120095
34,coil,0.4240828498545603
35,dynamic,0.42114143523107256
36,networks,0.4188600695239905
37,computational,0.4160952169448038
38,learning,0.4129999094323007
39,image,0.4113160709722514
40,figure,0.41026358189285644
41,u net,0.4099883771646
42,sense,0.4090914340236918
43,imaging,0.4062481148587425
44,nrmse,0.4027887230555691
45,mr image reconstruction,0.4002095138898833
46,end to end,0.39855558303456845
47,network,0.3978234477493902
48,consistency,0.3964870196046526
49,table,0.39340139679386976
50,variation,0.3908639596038681
51,note,0.3903611515981741
52,tuning,0.38953666788838326
53,based,0.38945645206745866
54,block,0.3885847276351387
55,iii,0.38578430428700805
56,ii,0.3847642025534288
57,training,0.38395687010424584
58,dictionary,0.3835084636710547
59,space,0.3787525058007219
60,operator,0.377956691025611
61,cardiac,0.3769232702219502
62,final,0.3758267587797476
63,fine,0.3755950554698414
64,data,0.3755286088639868
65,acquisition,0.3755069743421742
66,undersampling,0.3753561074858661
67,accelerated,0.37385410337348735
68,convolutional,0.3692138164597603
69,test,0.36762603628505336
70,training strategy,0.36725013847973115
71,inverse,0.36635519768668195
72,processing,0.3600002870477714
73,validation,0.3561516519832407
74,pre,0.3558000331187644
75,learned,0.3542439728131182
76,iterative,0.3537075320535845
